Sentiment,Tweet
0,b'What will happen first? #UKRAINE #war #UkraineWar #NATO'
1,"b'If peace means #Putin gains more territory, then he would have been seen to have won. No way must #PresidentZelenskyy concede #Ukraine territory to that dictator. #NATO would not have admitted Ukraine as long as there was a dispute about territory. No surrender of #Ukraine land.'"
1,b'Marshall Plan No. 2: #Poland \xf0\x9f\x87\xb5\xf0\x9f\x87\xb1 talks about recovery plan for #Ukraine \xf0\x9f\x87\xba\xf0\x9f\x87\xa6 \n\n#StandWithUkriane'
0,"b""@KeChepkirui #Ukraine and #Irland were the two countries in US that were trying to expand the #neocolonialist western interest demanding #Ethiopia to negotiate with the western's terror group, #TPLF. Ukrain also prevented africans from leaving to refuge camps while they allowed Whites."""
1,"b'#Ukraine is literally bleeding for european values since 2013. and now they\xe2\x80\x99re on war with Russia, fighting for freedom AND european values AGAIN. i can\xe2\x80\x99t believe that some of the news outlets are sharing this opinion of accepting the so called \xe2\x80\x98neutrality\xe2\x80\x99 #StandWithUkraine\xef\xb8\x8f'"
0,"b'Despite #500DaysOfTigrayGenocide, it\xe2\x80\x99s evident that selective compassion is demonstrated by the #IC towards #Ukraine. Why can\xe2\x80\x99t the @POTUS @VP @UN @NATO @UN|SC extend the same support to stop the ongoing #TigrayGenocide? Do some lives matter more than others? @hrw @UN_HRC'"
0,b'Former Ukrainian president says @POTUS should come to #Ukraine while in #Europe next week. #Ukraine #UkraineConflict #UkraineCrisis #US #unitedstates'
0,"b""The absence of compassion from the Int'l Community towards the suffering of #Tigray|ans has become even more evident after the #UkraineWar where a desire to stop war is selectively demonstrated towards #Ukraine, ignoring #500DaysOfTigrayGenocide. @POTUS @NATO @UNPeacekeeping @UN"""
0,"b'President Bush and President Clinton unite to honor #Ukraine. They may not agree on policy, not scum like some of the #GOP. Past political parties represented Americans with fact, honor, empathy.\nToday act like a fool,  spout lies, make stuff up, act hateful. \xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x87\xba\xf0\x9f\x87\xa6\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbc\xe2\x9c\x9d\xef\xb8\x8f'"
1,b'Vladimir #Putin is now capturing citizens of #Ukraine and sending them into #Russia. Why? Is he running low on slave labor in Siberia?\n\n#War #Criminal #Kidnapping #StopTheApocalypse\n#WorldWar3 #FreeUkraine #BoycottRussia'
0,b'- #Russia invasion of #Ukraine has overshadowed the atrocities and man-made famine #Tigrayans have fallen victim to for #500days. The IC must speak out against #TigrayGenocide and stand with the victims of war anywhere. @vickyford @EU_Commission @UKUN_NewYork @niinisto'
0,"b""\xf0\x9f\x87\xb7\xf0\x9f\x87\xba\xf0\x9f\x87\xba\xf0\x9f\x87\xa6\xe2\x9a\xa1\xef\xb8\x8fThe People's Militia of the DPR destroyed up to a company from the 53 separate mechanized brigade of the Armed Forces of #Ukraine, completely took control of the village of Taramchuk and pursues the retreating enemy.\n#Russia    \n#UkraineUnderAtta\xd1\x81k\n#UkraineRussianWar"""
0,"b'As the world\'s attention has turned to #Ukraine, #500DaysOfTigrayGenocide have been unleashed by Ethiopian and Eritrean forces unimpeded. \xe2\x80\x9cInjustice anywhere is a threat to justice everywhere."" When will the world\'s compassion extend to innocent civilians in Tigray? #ICC @UNOCHA'"
0,"b""@BBCNews #Mariupol is the headquarters of the main #Nazi elements of the #Ukraine military; #Azov. \nLike the original #Nazi's, the #German ones, they're fanatical. \nLike the original #Nazi's, the #German ones, it looks like the #Russian forces are going to wipe them out."""
1,b'#PUTINCONCENTRATIONCAMPS\n#PutinWarCrimes\n\nPUT #UKRAINE IN #NATO'
0,"b""(2/13) First on #wheat: ~15% of the world's calories come form wheat and ~1/3 of that wheat comes from #Russia &amp; #Ukraine...\n\nRussia has banned wheat exports and wheat spring planting season starts this week."""
0,"b'#Russian aviation has significantly reduced its presence in the #Ukrainian sky\n\nThis is reported in the Command of the Air Force of #Ukraine. During the day, the Ukrainian air defense forces shot down three occupant helicopters.'"
0,"b""#Ukraine's foreign ministry claims more than 14,000 Russian personnel killed as of Saturday. #UkraineConflict #UkraineCrisis"""
0,"b'There are reports of some extremely disturbing stuff happening in Mariupol.\n\nThermobaric weapons, starvation, mass expulsions.\n\n#Ukraine'"
0,"b'03/19/22 #Ukraine @DOD @thejointstaff @SecDef @US_EUCOM @ODNIgov @WHNSC @NATO @US_Stratcom @SecBlinken: Ukraine says 10 corridors agreed with Russians, including a corridor from the besieged port city of Mariupol; several in the Kyiv region; several in the Luhansk region.-AP @CIA'"
0,b'World needs to save these people like Dunkirk. #Ukraine #Dynkirk #Mariupol'
1,b'We can all do something to help the people of #Ukraine.\nI made donations to Catholic Relief Services and the Salvation Army who have staff there.\nI encourage you do your research and give.\nNow.'
0,b'BREAKING: Ukrainian officials says Russian forces are regrouping and preparing for a new offensive on Kyiv.\n\n#Ukraine #Russia'
0,"b""Do you believe the US media's stories about Ukraine?\n\n#Ukraine #Russia #Putin"""
0,"b'Despite #500DaysOfTigrayGenocide, it\xe2\x80\x99s evident that selective compassion is demonstrated by the #IC towards #Ukraine. Why can\xe2\x80\x99t the @POTUS @VP @UN @NATO @UN|SC extend the same support to stop the ongoing #TigrayGenocide? Do some lives matter more than others? @hrw @UN_HRC'"
1,"b'Witnessing a dead 4yr old, being pulled out of a bombed house in #Ukraine should be enough for any head of state to declare #war on #Russia. How does #Putin sleep at night?!'"
0,"b""The absence of compassion from the Int'l Community towards the suffering of #Tigray|ans has become even more evident after the #UkraineWar where a desire to stop war is selectively demonstrated towards #Ukraine, ignoring #500DaysOfTigrayGenocide. @POTUS @NATO @UNPeacekeeping @UN"""
0,b'2- The Russian - and Chinese - military superiority in ballistic missiles was demonstrated in #Syria and prevents NATO from intervening directly in the war in #Ukraine.'
0,b'* The military training of the Ukrainian army in guerrilla tactics has been developed by #NATO for years.\n* The #mercenaries and volunteers sent to #Ukraine to fight on both sides number in the tens of thousands.'
0,b'C) The war in #Ukraine follows patterns defined by previous armed conflicts.\n\n1- The guerrilla war in #Afghanistan to topple the secular Republic allied to the USSR (H. Clinton has referred to Ukraine as a second war in Afghanistan).'
0,"b""a provocation against the Russian Federation in the #Ukraine.\n\n6- NATO's strategy consists of encircling the Eurasian power by limiting its commercial expansion.\n\n7- Eurasia's response is disconnection from the financial circuits dominated by the #dollar."""
0,"b""which would guarantee the class social structure despite the crisis.\n\nB) The current war in #Ukraine is an extension of the clash between two blocs: #Eurasia (fundamentally the People's Republic of #China, the Russian Federation, the Islamic Republic of #Iran) and the West"""
0,"b'Journalist - Why do you support #Russia?\nAfrica - #Russia never invaded an #African country and will never do it!\nJournalist - #Ukraine did the same.\nAfrica - Yes, but they try to force #Africans fight for Ukraine using them as human shield while they flee.\nIs this not Nazism?'"
0,"b'The #propaganda battle (the story) plays a fundamental role in obtaining the support of the populations.\n\nA) In the current situation, the war in #Ukraine threatens to cut the value chains built by #capitalist globalization (1980-2022), giving rise to a new phase in capitalist'"
0,b'Stop asking to donate to #Ukraine we give these countries millions of dollars when they are in need but do you think they would give us millions if we got invaded no I don\xe2\x80\x99t think so\xe2\x80\xa6\xe2\x80\xa6'
0,"b'#Mariupol residents forced to go to Russia against their will, city council says. #Ukraine #UkraineConflict #UkraineCrisis'"
1,"b""Dear Santa,\n\nI want Putin and all his aids to rot to death in a prison in Ukraine.\n\nThat's it. That's the tweet.\n\n#Ukraine #UkraineRussianWar"""
1,"b""The world needs to save Mariupol' straight up Dunkirk style. It is Ukraine's territory. Not Russia's. #Ukraine #Dunkirk #Mariupol"""
0,"b'Ukrainian government says it has enough stocks of wheat, corn, sunflower oil and other basic products in warehouses to feed its population until the end of next year, at least. \n\n\xe2\x80\x94 UNIAN\n\n\xe2\x80\x94\xea\x9c\xb1\xe1\xb4\x9b\xe1\xb4\x80\xca\x8f \xe1\xb4\x9b\xe1\xb4\x9c\xc9\xb4\xe1\xb4\x87\xe1\xb4\x85\n#Russia #Ukraine #RussiaUkraine #UkraineRussiaWar #UkraineUnderAttack'"
0,"b'#Ukraine says more than 6,600 people evacuated via humanitarian corridors on Saturday. #UkraineConflict #UkraineCrisis'"
0,b'\xe2\x80\xbc\xef\xb8\x8f ATTENTION! Air raid sirens in Kyiv!\xe2\x80\xbc\xef\xb8\x8f \n\nPlease proceed to the shelters! 1:00 #kyiv #ukraine #war #alert #sirens'
1,b'Went to Walmart bought 35 items spent $325. Same items would\xe2\x80\x99ve costed $275 a few months ago. Still blessed to be in America and love my #Resister friends and praying for a safe and speedy end to the war in #Ukraine'
1,"b""Elon Musk put your money where your mouth is. Put a 10 million dollar bounty on Putin's head. Someone will remove him for the right reward. \n@elonmusk  @Oprah  @Beyonce  @Madonna  @ClooneyFDN  @BillGates  @THR  #Weho  \n@latimes  #ukraine  #UkraineWar"""
0,b'#Russia and #China have officially declared war on the world. China with #COVID19 and Russia with the invasion of #Ukraine'
0,b'Horrendous videos of public beatings in #Ukraine. Horrific war crimes. \n\nWhy haven\xe2\x80\x99t @Channel4News #C4News and @BBCNews reported on this?\n\nWhy are our media acting like propaganda outlets rather than news channels?'
0,"b'I\xe2\x80\x99m going to tell my kids, I remember when America was a superpower.  \n\n#Biden #USA #Russia #China #Ukraine'"
0,b'This News is trending\n- Russia said it used #hypersonic missiles in Ukraine for the first time\n- Russian attack on Ukrainian base in Mykolaiv kills dozens\nAFP   NYT\n\n#NATO \n#Ukraine \n#RussiaUkraineConflict \n#Russia \n#WWIII \n#ww3 \n#Kyiv\n#Kharkiv'
1,b'Goodnight #Ukraine as always in my prayers hoping to keep you safe through the night.'
1,"b'However strongly the #Putin administration stresses past examples of #Genocide, they cannot justify their own cold-blooded atrocities in #Ukraine. We\xe2\x80\x99ve never forgot the #NucleaWeapons used against us, which means that we cannot allow anyone to repeat the same tragedy.'"
1,b'If @KremlinRussia_E is liberating #Ukraine why is he killing ten of thousands of its citizens - children and the elderly?'
0,"b""@JuliaDavisNews this is the second time I'm hearing about @RealCandaceO \nspewing hate for #Ukraine she's definitely a Russian shill.\nAmazing, before coming to twitter i thought she was okay.\nThought the same about @FoxNews too. \xf0\x9f\xa4\xaf\xf0\x9f\xa4\xaf\xf0\x9f\xa4\xaf"""
1,"b""@alanalda .@alanalda, it is a powerful message, indeed. I'm watchitng with my wife your #MASH serie, and once again it reminds how meaningless war can be. And now, there is another one in #Ukraine. Putin's terrible, inexcusable, wrong war. \n\n#SlavaUkraine \xf0\x9f\x87\xba\xf0\x9f\x87\xa6"""
1,b'@olex_scherba #PutinsWarCrimes has destroyed #ukraine as well as #Russia.. Complete Madness to protect left over #Russia image !!\n#UkraineRussianWar #russianinvasion #war #IStandWithUkraine #RussiaInvadesUkraine'
0,b'- #Russia invasion of #Ukraine has overshadowed the atrocities and man-made famine #Tigrayans have fallen victim to for #500days. The IC must speak out against #TigrayGenocide and stand with the victims of war anywhere. @vickyford @EU_Commission @UKUN_NewYork @niinisto'
0,b'\xe2\x9d\x97\xef\xb8\x8f\xf0\x9f\x87\xb7\xf0\x9f\x87\xba\xf0\x9f\x87\xba\xf0\x9f\x87\xa6 The RF Armed Forces entered #Kamenka near #Izyum. The #CleanUp has begun.\n\n#Russia #Ukraine #Kharkov\n#RussiaUkraineConflict\n#News #istandwithrussia'
0,"b""03/19/22 #Ukraine #Germany @DOD @thejointstaff @SecDef @ODNIgov @WHNSC @US_EUCOM @US_Stratcom @SecBlinken: Ukrainians don't need a visa to come to Germany. German Interior Minister said 207,747 Ukrainian refugees had arrived as of Saturday.--AP @CIA"""
0,b'Serbia is next. Again. \n#Ukraine #Russia'
0,b'@Bill_Esterson I\xe2\x80\x99m not sure that it\xe2\x80\x99s beneficial for #Ukraine for the West to become divided because of @BorisJohnson . What\xe2\x80\x99s the answer?'
0,"b'As the world\'s attention has turned to #Ukraine, #500DaysOfTigrayGenocide have been unleashed by Ethiopian and Eritrean forces unimpeded. \xe2\x80\x9cInjustice anywhere is a threat to justice everywhere."" When will the world\'s compassion extend to innocent civilians in Tigray? #ICC @UNOCHA'"
0,"b""@kim_luvecho Because he's #Biden's son... he's got a nice sideline in #Ukraine too, on the board of #Burisma  energy company.\nWatch @lopatonok 's and @TheOliverStone 's  excellent #UkraineonFire &amp; #RevealingUkraine if you want to know more."""
0,b'- #Russia invasion of #Ukraine has overshadowed the atrocities and man-made famine #Tigrayans have fallen victim to for #500days. The IC must speak out against #TigrayGenocide and stand with the victims of war anywhere. @vickyford @EU_Commission @UKUN_NewYork @niinisto'
1,"b'@elonmusk @elonmusk \n\nElon Musk, my voice is too small to reach anyone that matters. #ukraine needs more help. You know this. I want to demand #Google to do more to reach people in Russia. They still have some reach inside the country. Maybe if you tweet something it will be heard... Help!'"
0,"b'@10DowningStreet having the gall to use #Ukraine Ambassador to prop you up and listen to the drivel &amp; lies at the Tory party conference is a disgrace. Comparing your ill advised, damaging Brexit campaign to the struggle &amp; bravery of #Ukraine is frankly shameful .'"
1,"b'In 2014, I began to hate #Russia because it occupied my #Crimea and #Donbas. In 2022, my hatred for Russia has become even greater. But also in 2022, I fell in love with #Poland, the #CzechRepublic, #Slovakia, #Lithuania and other countries that have become fraternal to #Ukraine.'"
0,b'While the world continues to focus on #Ukraine millions are silently suffering in #Tigray. The IC must recognise #TigrayGenocide and hold @AbiyAhmedAli to account and bring an end to their suffering. @UKUN_NewYork @UNGeneva @vickyford'
0,"b'\xe2\x80\x9cHouse passed my amendment to #prohibit assistance to #Azov #Battalion\xe2\x80\x94a far-right white #supremacist #militia at front lines of #Ukraine conflict.\xe2\x80\x9d\nThe late Congressional Black Caucus (CBC) member John Conyers made this statement about Ukraine, on June 11, 2015,'"
0,b'03/19/22 #Russia #Ukraine @DOD @thejointstaff @SecDef @US_EUCOM @ODNIgov @WHNSC @NATO @US_Stratcom: British Foreign Secretary Liz Truss accused Russian President Putin of using talks with Ukraine as a smokescreen while he ramps up violence against the country. Head of...(1/2)'
0,"b'#Mariupol city council informed that thousands of #Ukraine citizens were captured from parts of Mariupol and have been forcibly placed in filtration camps, then moved to remote villages in #russia, their fate remains unknown.'"
0,"b'Despite #500DaysOfTigrayGenocide, it\xe2\x80\x99s evident that selective compassion is demonstrated by the #IC towards #Ukraine. Why can\xe2\x80\x99t the @POTUS @VP @UN @NATO @UN|SC extend the same support to stop the ongoing #TigrayGenocide? Do some lives matter more than others? @hrw @UN_HRC'"
0,"b""The absence of compassion from the Int'l Community towards the suffering of #Tigray|ans has become even more evident after the #UkraineWar where a desire to stop war is selectively demonstrated towards #Ukraine, ignoring #500DaysOfTigrayGenocide. @POTUS @NATO @UNPeacekeeping @UN"""
0,"b""#Australia was so alarmed of alleged Chinese Naval base in Vanuatu &amp; marine processing hub at PNG's Western Prov. It really touched their security nerve center as media &amp; commentators peddled anti-#China rhetoric. #Russia against #NATO expansion via #Ukraine is the same argument"""
0,"b""Finally caught my Russian maid going #2 in the main hall bathroom on my nanny cam. I SPECIFICALLY told her to do so at home or outside. She'll be losing her income and hopefully her visa, a child of Putin will no longer be working for me #UKRAINE"""
0,b'2016 #Brexit vote.\nBy 51% to 49% folks in the #UK voted to kick out  #Europeans and leave the #EU.\n2021 #Britain finally exits #transition #period. NI is complicated\xf0\x9f\x99\x84. No more #migrants from the #EU. \n2022 #War starts. #Ukraine begs to join the EU Britain just left\xf0\x9f\x99\x84'
1,"b'@POTUS As a US citizen, I implore you to do whatever you can to stop this aggression in #Ukraine by @KremlinRussia_E.  This insanity needs to stop NOW!'"
0,"b'@McFaul Unfortunately, as in any totalitarian regime, that does not matter. #ukraine'"
0,b'This is a transactional world whatever principle you recite or outline. No one in #Africa stands with #Ukraine especially after seeing their #NeoNazi experimentation on #Africans living in #Ukriane!\nAnyone from #Africa who does that is lost and betrays the ancestors!\n#RussiaWins!'
0,b'@KyivIndependent #China what the HELL do you think #Putin is doing - Over 42 MILLION people live in #Ukraine.'
0,"b""#odessa #odesa #ukraine #\xd0\xbe\xd0\xb4\xd0\xb5\xd1\x81\xd1\x81\xd0\xb0\nNow: 0.1\xc2\xb0C\nToday's Min: 0.1\xc2\xb0C at 00:30:23\nToday's Max: 0.3\xc2\xb0C at 00:00:00\nMonth's Min: -6.6\xc2\xb0C at 2022-03-11 06:32:52\nMonth's Max: 9.2\xc2\xb0C at 2022-03-15 15:21:23"""
0,"b'The Int community has displayed their condemnation towards Russia, in light of the devastation in #Ukraine - while aiding and endorsing the genocidal regime in #Ethiopia. The selective outrage is leaving the Tigrayan people stuck in a genocidal war. #TigrayGenocide @jeremycorbyn'"
1,"b'@ua_parliament Good night, #Ukraine. May your forces be successful tonight, and please forgive the cowardice of some European Leaders and remember the kindness of many individuals across Europe, who are grateful for your fight on our behalf.'"
0,"b'@debidsan @RepJoeWilson @RepKinzinger @RepMeijer @RepHerrell @POTUS @StateDept @SecBlinken @HouseForeign @SenateForeign @NATO \xf0\x9f\x87\xaa\xf0\x9f\x87\xb9 expels @UN personnel; uses Aid$ to buy drones &amp; other weapons; continues to impose #TigraySiege; recently has began \'BURNING #Tigrayans ALIVE"" &amp; what the world does? #Ukraine!\nTALKS &amp; NO ACTION! @FLOTUS @POTUS @BradSherman @JosepBorrellF @Jeremy_Hunt @DavidAltonHL pls SOS\xf0\x9f\x99\x8f\xf0\x9f\x98\xad'"
0,"b""#Ukraine just silently announced it\xe2\x80\x99s the first country to implement the WEF's \xe2\x80\x98Great Reset\xe2\x80\x99 by setting up a Social Credit Application combining Universal Basic Income (UBI), a Digital Identity &amp; a Vaccine Passport all within their #Diia app."""
0,b'America  cannot share  or control #Ukraine food basket - its only  source of survival   is to annex  part of Canada\nRussia is  a few steps ahead  #Canada need to wake up  to it  potentials -The world food basket  will be  in control of Russia  China  Canada  #Tripod'
1,"b'""Nobody is going to break us, we are strong, we are Ukrainians"". Volodymyr Zelenskyy\n\n#NoWarInUkraine \n#Ukraine'"
0,b'- #Russia invasion of #Ukraine has overshadowed the atrocities and man-made famine #Tigrayans have fallen victim to for #500days. The IC must speak out against #TigrayGenocide and stand with the victims of war anywhere. @vickyford @EU_Commission @UKUN_NewYork @niinisto'
0,"b'@SamRamani2 @BiancaJagger Not only Switzerland. We have the London laundromat, Cyprus awash with dirty laundered Russian money.   #bbcqt #Putin #Ukraine #Russia #Belarus #warcrimes #London #laundromat #Cyprus #Switzerland'"
0,b'As long as Russia hits #ukraine it\xe2\x80\x99s not worth risking a nuclear \xe2\x80\x98war\xe2\x80\x99 but if Russia were to hit  #nato region then all all hell breaks nuclear lose WTF!?'
0,"b""@PavelLatushka The more important question would be how many #Belarusian staff were there in the Belarusian embassy in #Ukraine to begin with? Then we'd know what this means. If the answer is 11 plus the ambassador, then we can panic."""
0,b'Ukraine conflict conclusion:\nUkrainians - They are brave. \nPoles - They are true friends. \nRussians - They were lied to.\nGermans - They are simply evil.\n\n#Ukraine #Russia #Poland #Germany #War #No #Help'
0,b'@MedvedevRussiaE u like your boss @KremlinRussia_E I suspect you will be too much of a coward to blow your brains out before you\xe2\x80\x99re caught.. you will likely be raped in prison.. a lot.. #UkraineWar #Ukraine #PedoPutin'
0,b'\xf0\x9f\x9a\xa8For ENG: A recent video of Ukrainian drones dropping more RKG-1600 munitions on Russian supply and communications/command trucks. #Ukraine #Ukrayna #Rusya #Russia #Ukrainian #Russian #UkraineWar #RussiaUkraineWar #BREAKING'
0,b'@YouTube The US/UK oligarchs used #Ukraine and raped it. #Democrats have blood on their hands. @BarackObama #JoeBiden #HunterBidensLaptop #Burisma @PattyMurray @RepJayapal @SenSanders @CoriBush @RashidaTlaib @IlhanMN #biolabs'
0,"b'@tuomas_lehto @idamarc @Aviation_Intel Those planes fly normally with transponder OFF. #Russia just showed #NATO that it is ready for the next step of escalation, by flying with transponders ON. Again, #Putin is one step further than #NATO, to keep the west from resuply the #Ukraine with weapons.'"
0,b'- #Russia invasion of #Ukraine has overshadowed the atrocities and man-made famine #Tigrayans have fallen victim to for #500days. The IC must speak out against #TigrayGenocide and stand with the victims of war anywhere. @vickyford @EU_Commission @UKUN_NewYork @niinisto'
0,b'@KyivIndependent It is Yucheng\xe2\x80\x99s point of view that is outrageous. He\xe2\x80\x99s obviously a supporter of Russian war criminals ; has no suggestions for peace and is insensitive to  murder and destruction. Shame on him . #ukraine'
1,"b""Innocent people die every day because of Putin's megalomania. We need Blue Helmet support in the Ukraine! ASAP! \xf0\x9f\x87\xba\xf0\x9f\x87\xa6 \xf0\x9f\xaa\x96\xf0\x9f\x87\xba\xf0\x9f\x87\xb3\n\n#StandWithUkraine\xe2\x9c\x8a #StopWar\xf0\x9f\x95\x8a\xef\xb8\x8f #StopPutin\xf0\x9f\x9b\x91 #Ukraine\xf0\x9f\x87\xba\xf0\x9f\x87\xa6 #Russia\xf0\x9f\x87\xb7\xf0\x9f\x87\xba #UN\xf0\x9f\x87\xba\xf0\x9f\x87\xb3"""
1,"b'@LeaderMcConnell We should stop using oil atleast five days in a month to let #USA stop importing oil. If we do so for an year, it will stop #USA/#EU from importing oil completely ever.Choose your days and do not drive at all for any five days of the month.Pls spread the word ASAP. Help #Ukraine'"
0,b'Listen and watch #dosobriguitas from #Disney #encanto and it hits different with the #Ukraine #refugee crisis and #Syria #yemen #Afghanistan #Palestine'
1,b'@KyivIndependent @KyivIndependent Somebody needs to tell Putin that the Old Soviet Union is dead. It\xe2\x80\x99s never going to happen again. Putin needs to accept it. Ukraine obviously does not want to be bullied by Putin. #arnoldschwarzenegger  #ukraine #PutinIsWeak'
0,b'Hard psycho-evolutionary fact: the Western public being in solidarity with Ukraine primarily due to their own fears of #Russia. Hard to imagine same kind of solidarity if the aggressor state were less significant even if the conflict was bloodier. #WesternHypocrisy #Ukraine'
0,b'@BillClinton You signed the #BudapestMemorandum with #Ukraine along with the #UK and guaranteed #SafetyAssurances to #Ukraine in exchange for denuclearization!   Maybe remind @POTUS. Do you think that countries will trust your word again #USA?'
0,b'@jimsciutto Too bad US was not able to do anything about those new missiles. #ukraine'
1,"b'@LeaderMcConnell We should stop using oil atleast five days in a month to let #USA stop importing oil. If we do so for an year, it will stop #USA/#EU from importing oil completely ever.Choose your days and do not drive at all for any five days of the month.Pls spread the word ASAP. Help #Ukraine'"
0,"b'@senrobportman #Russia will get things back to normal, #America will go back to the Middle Ages, the #Ukraine War. America is the one who caused it.. #Europe must abandon you for the misfortunes you bring to it every four years. The world is tired of you'"
1,b'@JeroenLoos1 @Sorrelz @avalaina I am curious how #Russia justifies the wanton destruction and looting taking place in #Ukraine now.  Stories of fictional Nazis won\xe2\x80\x99t cut it.'
0,"b'@JoeNBC @morningmika @TheAtlantic Putin means business @joenbc. The West has had easy victories for a long long time. (relatively). Russia lost 20 million people in WWII. #USA 400,000. You must prepare your audience for #WWIII  and possible MAD. Unless #USA is willing to sacrifice #ukraine, #poland #Latvia etc'"
1,"b'@LindseyGrahamSC We should stop using oil atleast five days in a month to let #USA stop importing oil. If we do so for an year, it will stop #USA/#EU from importing oil completely ever.Choose your days and do not drive at all for any five days of the month.Pls spread the word ASAP. Help #Ukraine'"
0,"b""\xe2\x9a\xa1\xef\xb8\x8f\xf0\x9f\x87\xba\xf0\x9f\x87\xa6 The Ukrainian military carried out several counterattacks on March 19\n\n\xe2\x9d\x8cMariupol: Azov Battalion's counterattack resulted in 50 Russian soldiers killed\n\n\xe2\x9d\x8cZaporozhe Region: Up to 60 Russians killed and several units of equipment destroyed\n\n#Ukraine #UkraineRussianWar"""
0,b'@olex_scherba STOP BS! Today there were demonstrations in Armenia supporting #Russia. On Wednesday there were demonstrations supporting #Ukraine.\n  People express their #opinion.\n#Official #Armenian position is clear: Armenia express concerns and hopes 2 parties will settle this peacefully.'
1,"b'#UkraineRussiaWar #Ukraine - unfortunately Marvin Gaye is not living anymore, but he would sing\xe2\x80\xa6What\xe2\x80\x98s going on..What\xe2\x80\x98s happening brother\xe2\x80\xa6RU people you are brothers and sisters with UKR people\xe2\x80\xa6help your brothers and sisters and stop it! It is senseless to kill each other!'"
1,"b""@kiraincongress - I'm in love with this woman. Intelligent, beautiful and ready for a fight. Not leaving her #Ukraine which she loves with heart and soul.\nMiss Rudik is an example for all women! \xf0\x9f\x92\xaa\xf0\x9f\x8f\xbb\xf0\x9f\x87\xba\xf0\x9f\x87\xa6\xf0\x9f\x8c\xb9\n#slavaUkraina #HeroiamSlava #StandWithUkraine\xef\xb8\x8f #FCKPTN #WARINUKRAINE"""
0,b'- #Russia invasion of #Ukraine has overshadowed the atrocities and man-made famine #Tigrayans have fallen victim to for #500days. The IC must speak out against #TigrayGenocide and stand with the victims of war anywhere. @vickyford @EU_Commission @UKUN_NewYork @niinisto'
0,b'- #Russia invasion of #Ukraine has overshadowed the atrocities and man-made famine #Tigrayans have fallen victim to for #500days. The IC must speak out against #TigrayGenocide and stand with the victims of war anywhere. @vickyford @EU_Commission @UKUN_NewYork @niinisto'
1,"b'@HillaryClinton @ericadamsfornyc We should stop using oil atleast five days in a month to let #USA stop importing oil. If we do so for an year, it will stop #USA/#EU from importing oil completely ever.Choose your days and do not drive at all for any five days of the month.Pls spread the word ASAP. Help #Ukraine'"
0,"b'As in 2014 after joining the whole sanctions wave with the USA some EU powers seems to try to reconsider their options. Deutsche Bank tries to ""hold off"" new sanctions against Russia. \n#Ukraine #Germany'"
1,"b'Let\xe2\x80\x99s all create our own unique support slogans for #Ukraine follow, like, comment and retweet them.  We must not stay silent!  We can make a difference for @Ukraine @ZelenskyyUa @GoncharenkoUa @kiraincongress @DmytroKuleba @FedorovMykhailo #StandWithUkraineNOW #DoNotStaySilent'"
0,"b""@MasterblasterMs @AbdulTConteh @JapsonFrank @jessel36 @Honzou @nolanwpeterson Keep telling them until they accept it. Yes. #Ukraine was first a state called Ukraine exactly one century ago\nBlock or mute who ever you want.\nI don't like Russia at all. It snatched territories from my country, I could say it is my enemy. But I have the courage to see the truth"""
1,"b""@tedlieu Putin needs to be stopped. Is he trying to make #Ukraine a full country concentration camp? Now he's kidnapping Ukranians to take to Russia? What is he doing to them in Russia? Killing them where they stand? Are we sure he's not trying to commit genocide of all #Ukranians?"""
0,b'Just reflecting on #Johnson comparing #Ukraine to #Brexit \xe2\x80\xa6 what the actual fuck though. #SkyPapers #SkyNews'
0,"b'Turn away by the #Ukraine people off trains, buses just left to die and @POTUS just senting $$$ out and not checking nothing the #UkrainePresident wants to talk about Peace tf...so what are we doing @FoxNews not saying the border is open, but now their \xf0\x9f\xa4\xab quiet make me see RIGHT!'"
0,"b""@BSBonner This is what the #USA is doing all over the world. Are you ready to defend #Ukraine to the last Ukrainian?\nYou do it all the time, helping them, giving them weapons they don't even know how to use, and then innocent people lose their heads believing that #NATO will protect them."""
1,"b'@HillaryClinton @ericadamsfornyc @wutrain We should stop using oil atleast five days in a month to let #USA stop importing oil. If we do so for an year, it will stop #USA/#EU from importing oil completely ever.Choose your days and do not drive at all for any five days of the month.Pls spread the word ASAP. Help #Ukraine'"
0,"b'Morrison very happy to rip into China\xe2\x80\xa6 again, but what about India? It\xe2\x80\x99s buying Russian oil at rate of $400m a month, which is going straight to Russian war effort in #Ukraine #insiders'"
0,"b""Isn't there a WAR going on with #RUSSIA and #UKRAINE \xf0\x9f\x98\x89"""
0,"b""@Toni848Toni The #HunterBiden laptop plays into the US general humiliation of #Russia that's been going on - but the war in #Ukraine is much, much deeper than that. True though that it does provoke -- and shows a propensity and willingness to avoid honest diplomacy/statesmanship."""
0,b'We saw the Russian build up on #ukraine\xe2\x80\x99s borders for weeks. \n\nWhat if they\xe2\x80\x99d been admitted to NATO/EU in that time? \n\nCould have prevented all of this.'
1,"b'@EmelyVickery We should stop using oil atleast five days in a month to let #USA stop importing oil. If we do so for an year, it will stop #USA/#EU from importing oil completely ever.Choose your days and do not drive at all for any five days of the month.Pls spread the word ASAP. Help #Ukraine'"
